context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Biological Process::GO:0016570	histone modification	Biological Process	333	333	True
Biological Process::GO:1903532	positive regulation of secretion by cell	Biological Process	335	333	True
Biological Process::GO:0010769	regulation of cell morphogenesis involved in differentiation	Biological Process	332	332	True
Biological Process::GO:0019693	ribose phosphate metabolic process	Biological Process	332	332	True
Biological Process::GO:0010959	regulation of metal ion transport	Biological Process	331	331	True
Biological Process::GO:0044282	small molecule catabolic process	Biological Process	329	329	True
Biological Process::GO:0003002	regionalization	Biological Process	328	328	True
Biological Process::GO:0007265	Ras protein signal transduction	Biological Process	328	328	True
Biological Process::GO:0031331	positive regulation of cellular catabolic process	Biological Process	327	327	True
Biological Process::GO:0038127	ERBB signaling pathway	Biological Process	327	327	True
Biological Process::GO:0051656	establishment of organelle localization	Biological Process	326	326	True
Biological Process::GO:0002237	response to molecule of bacterial origin	Biological Process	325	325	True
Biological Process::GO:0006163	purine nucleotide metabolic process	Biological Process	325	325	True
Biological Process::GO:0032535	regulation of cellular component size	Biological Process	325	325	True
Biological Process::GO:0009116	nucleoside metabolic process	Biological Process	324	324	True
Biological Process::GO:0071774	response to fibroblast growth factor	Biological Process	324	324	True
Biological Process::GO:0072503	cellular divalent inorganic cation homeostasis	Biological Process	324	324	True
Biological Process::GO:0007173	epidermal growth factor receptor signaling pathway	Biological Process	323	323	True
Biological Process::GO:0055074	calcium ion homeostasis	Biological Process	322	322	True
Biological Process::GO:0006417	regulation of translation	Biological Process	321	321	True
Biological Process::GO:1903706	regulation of hemopoiesis	Biological Process	321	321	True
Biological Process::GO:0034470	ncRNA processing	Biological Process	320	320	True
Biological Process::GO:0060562	epithelial tube morphogenesis	Biological Process	320	320	True
Biological Process::GO:0001101	response to acid chemical	Biological Process	319	319	True
Biological Process::GO:0006644	phospholipid metabolic process	Biological Process	319	319	True
Biological Process::GO:0051186	cofactor metabolic process	Biological Process	319	319	True
Biological Process::GO:0009259	ribonucleotide metabolic process	Biological Process	318	318	True
Biological Process::GO:0044344	cellular response to fibroblast growth factor stimulus	Biological Process	318	318	True
Biological Process::GO:0070482	response to oxygen levels	Biological Process	317	317	True
Biological Process::GO:0030111	regulation of Wnt signaling pathway	Biological Process	315	315	True
Biological Process::GO:0001655	urogenital system development	Biological Process	314	314	True
Biological Process::GO:0032496	response to lipopolysaccharide	Biological Process	313	313	True
Biological Process::GO:0048193	Golgi vesicle transport	Biological Process	312	312	True
Biological Process::GO:0048511	rhythmic process	Biological Process	312	312	True
Biological Process::GO:0051302	regulation of cell division	Biological Process	312	312	True
Biological Process::GO:0018205	peptidyl-lysine modification	Biological Process	311	311	True
Biological Process::GO:0006874	cellular calcium ion homeostasis	Biological Process	310	310	True
Biological Process::GO:0010639	negative regulation of organelle organization	Biological Process	309	309	True
Biological Process::GO:0034110	regulation of homotypic cell-cell adhesion	Biological Process	309	307	True
Biological Process::GO:0032970	regulation of actin filament-based process	Biological Process	306	306	True
Biological Process::GO:0043010	camera-type eye development	Biological Process	306	306	True
Biological Process::GO:0008286	insulin receptor signaling pathway	Biological Process	304	304	True
Biological Process::GO:0032259	methylation	Biological Process	304	304	True
Biological Process::GO:0009150	purine ribonucleotide metabolic process	Biological Process	303	303	True
Biological Process::GO:0045666	positive regulation of neuron differentiation	Biological Process	303	303	True
Biological Process::GO:1903533	regulation of protein targeting	Biological Process	303	303	True
Biological Process::GO:1903522	regulation of blood circulation	Biological Process	302	302	True
Biological Process::GO:0002521	leukocyte differentiation	Biological Process	301	301	True
Biological Process::GO:0009119	ribonucleoside metabolic process	Biological Process	301	301	True
Biological Process::GO:0036293	response to decreased oxygen levels	Biological Process	301	301	True
Biological Process::GO:0010721	negative regulation of cell development	Biological Process	301	300	True
Biological Process::GO:0044770	cell cycle phase transition	Biological Process	300	300	True
Biological Process::GO:0048638	regulation of developmental growth	Biological Process	300	300	True
Biological Process::GO:0006575	cellular modified amino acid metabolic process	Biological Process	300	299	True
Biological Process::GO:0001525	angiogenesis	Biological Process	298	298	True
Biological Process::GO:0038095	Fc-epsilon receptor signaling pathway	Biological Process	298	298	True
Biological Process::GO:1903037	regulation of leukocyte cell-cell adhesion	Biological Process	300	298	True
Biological Process::GO:0031346	positive regulation of cell projection organization	Biological Process	297	297	True
Biological Process::GO:0044772	mitotic cell cycle phase transition	Biological Process	296	296	True
Biological Process::GO:0045089	positive regulation of innate immune response	Biological Process	294	294	True
Biological Process::GO:0048562	embryonic organ morphogenesis	Biological Process	294	294	True
Biological Process::GO:1903320	regulation of protein modification by small protein conjugation or removal	Biological Process	294	294	True
Biological Process::GO:0008543	fibroblast growth factor receptor signaling pathway	Biological Process	293	293	True
Biological Process::GO:0001666	response to hypoxia	Biological Process	292	292	True
Biological Process::GO:0060249	anatomical structure homeostasis	Biological Process	292	292	True
Biological Process::GO:0032103	positive regulation of response to external stimulus	Biological Process	292	291	True
Biological Process::GO:0034109	homotypic cell-cell adhesion	Biological Process	291	291	True
Biological Process::GO:0006631	fatty acid metabolic process	Biological Process	290	290	True
Biological Process::GO:0050867	positive regulation of cell activation	Biological Process	292	290	True
Biological Process::GO:0071902	positive regulation of protein serine/threonine kinase activity	Biological Process	290	290	True
Biological Process::GO:1901987	regulation of cell cycle phase transition	Biological Process	289	289	True
Biological Process::GO:0019216	regulation of lipid metabolic process	Biological Process	289	288	True
Biological Process::GO:0050863	regulation of T cell activation	Biological Process	290	288	True
Biological Process::GO:0060537	muscle tissue development	Biological Process	288	288	True
Biological Process::GO:0071214	cellular response to abiotic stimulus	Biological Process	288	288	True
Biological Process::GO:0006352	DNA-templated transcription, initiation	Biological Process	287	287	True
