hetionet_gene_id	hetionet_entrez_id	hetionet_name	current_entrez_id	current_hgnc_symbol	original_ensembl_id	gene_type	all_samples_zero	mapping_status
Gene::1982	1982	EIF4G2	1982	EIF4G2	ENSG00000110321.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::3587	3587	IL10RA	3587	IL10RA	ENSG00000110324.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::374378	374378	GALNT18	374378	GALNT18	ENSG00000110328.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::329	329	BIRC2	329	BIRC2	ENSG00000110330.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::9354	9354	UBE4A	9354	UBE4A	ENSG00000110344.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::1656	1656	DDX6	1656	DDX6	ENSG00000110367.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::7379	7379	UPK2	7379	UPK2	ENSG00000110375.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::867	867	CBL	867	CBL	ENSG00000110395.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::5818	5818	PVRL1	5818	NECTIN1	ENSG00000110400.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::10114	10114	HIPK3	10114	HIPK3	ENSG00000110422.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::25758	25758	KIAA1549L	25758	KIAA1549L	ENSG00000110427.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::26273	26273	FBXO3	26273	FBXO3	ENSG00000110429.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8050	8050	PDHX	8050	PDHX	ENSG00000110435.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::6506	6506	SLC1A2	6506	SLC1A2	ENSG00000110436.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::29099	29099	COMMD9	29099	COMMD9	ENSG00000110442.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51296	51296	SLC15A3	51296	SLC15A3	ENSG00000110446.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::921	921	CD5	921	CD5	ENSG00000110448.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::84680	84680	ACCS	84680	ACCS	ENSG00000110455.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::4250	4250	SCGB2A2	4250	SCGB2A2	ENSG00000110484.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::4192	4192	MDK	4192	MDK	ENSG00000110492.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::55626	55626	AMBRA1	55626	AMBRA1	ENSG00000110497.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8567	8567	MADD	8567	MADD	ENSG00000110514.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::114971	114971	PTPMT1	114971	PTPMT1	ENSG00000110536.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::79829	79829	NAA40	79829	NAA40	ENSG00000110583.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::833	833	CARS	833	CARS1	ENSG00000110619.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::5002	5002	SLC22A18	5002	SLC67A1	ENSG00000110628.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::975	975	CD81	975	CD81	ENSG00000110651.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::54733	54733	SLC35F2	54733	SLC35F2	ENSG00000110660.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::29125	29125	C11orf21	29125	C11orf21	ENSG00000110665.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::55531	55531	ELMOD1	55531	ELMOD1	ENSG00000110675.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::796	796	CALCA	796	CALCA	ENSG00000110680.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::55553	55553	SOX6	55553	SOX6	ENSG00000110693.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::10944	10944	C11orf58	10944	C11orf58	ENSG00000110696.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::9600	9600	PITPNM1	9600	PITPNM1	ENSG00000110697.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::6207	6207	RPS13	6207	RPS13	ENSG00000110700.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::9049	9049	AIP	9049	AIP	ENSG00000110711.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::4928	4928	NUP98	4928	NUP98	ENSG00000110713.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::4728	4728	NDUFS8	4728	NDUFS8	ENSG00000110717.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::10312	10312	TCIRG1	10312	TCIRG1	ENSG00000110719.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::1119	1119	CHKA	1119	CHKA	ENSG00000110721.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::23086	23086	EXPH5	23086	EXPH5	ENSG00000110723.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::11234	11234	HPS5	11234	HPS5	ENSG00000110756.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::2965	2965	GTF2H1	2965	GTF2H1	ENSG00000110768.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::5450	5450	POU2AF1	5450	POU2AF1	ENSG00000110777.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::84867	84867	PTPN5	84867	PTPN5	ENSG00000110786.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::7450	7450	VWF	7450	VWF	ENSG00000110799.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::5715	5715	PSMD9	5715	PSMD9	ENSG00000110801.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::10536	10536	P3H3	10536	P3H3	ENSG00000110811.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::8496	8496	PPFIBP1	8496	PPFIBP1	ENSG00000110841.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::25766	25766	PRPF40B	25766	PRPF40B	ENSG00000110844.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::969	969	CD69	969	CD69	ENSG00000110848.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::11108	11108	PRDM4	11108	PRDM4	ENSG00000110851.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::9976	9976	CLEC2B	9976	CLEC2B	ENSG00000110852.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::84274	84274	COQ5	84274	COQ5	ENSG00000110871.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::6404	6404	SELPLG	6404	SELPLG	ENSG00000110876.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::23603	23603	CORO1C	23603	CORO1C	ENSG00000110880.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::41	41	ASIC1	41	ASIC1	ENSG00000110881.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::1610	1610	DAO	1610	DAO	ENSG00000110887.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::65981	65981	CAPRIN2	65981	CAPRIN2	ENSG00000110888.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::441631	441631	TSPAN11	441631	TSPAN11	ENSG00000110900.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::83892	83892	KCTD10	83892	KCTD10	ENSG00000110906.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::4891	4891	SLC11A2	4891	SLC11A2	ENSG00000110911.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::9761	9761	MLEC	9761	MLEC	ENSG00000110917.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::4598	4598	MVK	4598	MVK	ENSG00000110921.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::81566	81566	CSRNP2	81566	CSRNP2	ENSG00000110925.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::10645	10645	CAMKK2	10645	CAMKK2	ENSG00000110931.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::51411	51411	BIN2	51411	BIN2	ENSG00000110934.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::51561	51561	IL23A	51561	IL23A	ENSG00000110944.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::506	506	ATP5B	506	ATP5F1B	ENSG00000110955.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::10728	10728	PTGES3	10728	PTGES3	ENSG00000110958.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::341359	341359	SYT10	341359	SYT10	ENSG00000110975.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::605	605	BCL7A	605	BCL7A	ENSG00000110987.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::65117	65117	RSRC2	65117	RSRC2	ENSG00000111011.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::1594	1594	CYP27B1	1594	CYP27B1	ENSG00000111012.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::4618	4618	MYF6	4618	MYF6	ENSG00000111046.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::4617	4617	MYF5	4617	MYF5	ENSG00000111049.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::8825	8825	LIN7A	8825	LIN7A	ENSG00000111052.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::3875	3875	KRT18	3875	KRT18	ENSG00000111057.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::79611	79611	ACSS3	79611	ACSS3	ENSG00000111058.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::23371	23371	TNS2	23371	TNS2	ENSG00000111077.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::2735	2735	GLI1	2735	GLI1	ENSG00000111087.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::57460	57460	PPM1H	57460	PPM1H	ENSG00000111110.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::10988	10988	METAP2	10988	METAP2	ENSG00000111142.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::4048	4048	LTA4H	4048	LTA4H	ENSG00000111144.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::2004	2004	ELK3	2004	ELK3	ENSG00000111145.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::6539	6539	SLC6A12	6539	SLC6A12	ENSG00000111181.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::81029	81029	WNT5B	81029	WNT5B	ENSG00000111186.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::55110	55110	MAGOHB	55110	MAGOHB	ENSG00000111196.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::59341	59341	TRPV4	59341	TRPV4	ENSG00000111199.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::55846	55846	ITFG2	55846	ITFG2	ENSG00000111203.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::2305	2305	FOXM1	2305	FOXM1	ENSG00000111206.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::11272	11272	PRR4	11272	PRR4	ENSG00000111215.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::56341	56341	PRMT8	56341	PRMT8	ENSG00000111218.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::57097	57097	PARP11	57097	PARP11	ENSG00000111224.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::10094	10094	ARPC3	10094	ARPC3	ENSG00000111229.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::51184	51184	GPN3	51184	GPN3	ENSG00000111231.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::51699	51699	VPS29	51699	VPS29	ENSG00000111237.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::2251	2251	FGF6	2251	FGF6	ENSG00000111241.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::4633	4633	MYL2	4633	MYL2	ENSG00000111245.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::10635	10635	RAD51AP1	10635	RAD51AP1	ENSG00000111247.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::23316	23316	CUX2	23316	CUX2	ENSG00000111249.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::10019	10019	SH2B3	10019	SH2B3	ENSG00000111252.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::10566	10566	AKAP3	10566	AKAP3	ENSG00000111254.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::54682	54682	MANSC1	54682	MANSC1	ENSG00000111261.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::3736	3736	KCNA1	3736	KCNA1	ENSG00000111262.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::80824	80824	DUSP16	80824	DUSP16	ENSG00000111266.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::1389	1389	CREBL2	1389	CREBL2	ENSG00000111269.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::80724	80724	ACAD10	80724	ACAD10	ENSG00000111271.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::217	217	ALDH2	217	ALDH2	ENSG00000111275.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::1027	1027	CDKN1B	1027	CDKN1B	ENSG00000111276.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::55507	55507	GPRC5D	55507	GPRC5D	ENSG00000111291.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::80018	80018	NAA25	80018	NAA25	ENSG00000111300.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::83445	83445	GSG1	83445	GSG1	ENSG00000111305.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::6337	6337	SCNN1A	6337	SCNN1A	ENSG00000111319.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::4055	4055	LTBR	4055	LTBR	ENSG00000111321.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::79676	79676	OGFOD2	79676	OGFOD2	ENSG00000111325.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::8099	8099	CDK2AP1	8099	CDK2AP1	ENSG00000111328.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::4940	4940	OAS3	4940	OAS3	ENSG00000111331.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::4939	4939	OAS2	4939	OAS2	ENSG00000111335.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::420	420	ART4	420	ART4	ENSG00000111339.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::4256	4256	MGP	4256	MGP	ENSG00000111341.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::8437	8437	RASAL1	8437	RASAL1	ENSG00000111344.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::397	397	ARHGDIB	397	ARHGDIB	ENSG00000111348.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::2967	2967	GTF2H3	2967	GTF2H3	ENSG00000111358.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::1967	1967	EIF2B1	1967	EIF2B1	ENSG00000111361.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::57696	57696	DDX55	57696	DDX55	ENSG00000111364.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::81539	81539	SLC38A1	81539	SLC38A1	ENSG00000111371.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::79785	79785	RERGL	79785	RERGL	ENSG00000111404.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::8909	8909	ENDOU	8909	ENDOU	ENSG00000111405.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::79794	79794	C12orf49	79794	SPRING1	ENSG00000111412.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::7421	7421	VDR	7421	VDR	ENSG00000111424.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::11211	11211	FZD10	11211	FZD10	ENSG00000111432.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::5985	5985	RFC5	5985	RFC5	ENSG00000111445.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::2054	2054	STX2	2054	STX2	ENSG00000111450.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::283383	283383	ADGRD1	283383	ADGRD1	ENSG00000111452.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::22818	22818	COPZ1	22818	COPZ1	ENSG00000111481.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::23329	23329	TBC1D30	23329	TBC1D30	ENSG00000111490.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::55832	55832	CAND1	55832	CAND1	ENSG00000111530.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::55801	55801	IL26	55801	IL26	ENSG00000111536.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::3458	3458	IFNG	3458	IFNG	ENSG00000111537.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::5869	5869	RAB5B	5869	RAB5B	ENSG00000111540.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::56890	56890	MDM1	56890	SAXO6	ENSG00000111554.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::57122	57122	NUP107	57122	NUP107	ENSG00000111581.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::4848	4848	CNOT2	4848	CNOT2	ENSG00000111596.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8914	8914	TIMELESS	8914	TIMELESS	ENSG00000111602.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::11052	11052	CPSF6	11052	CPSF6	ENSG00000111605.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::11103	11103	KRR1	11103	KRR1	ENSG00000111615.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::51258	51258	MRPL51	51258	MRPL51	ENSG00000111639.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::2597	2597	GAPDH	2597	GAPDH	ENSG00000111640.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::4839	4839	NOP2	4839	NOP2	ENSG00000111641.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::1108	1108	CHD4	1108	CHD4	ENSG00000111642.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::84519	84519	ACRBP	84519	ACRBP	ENSG00000111644.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::23074	23074	UHRF1BP1L	23074	BLTP3B	ENSG00000111647.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::50813	50813	COPS7A	50813	COPS7A	ENSG00000111652.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::51147	51147	ING4	51147	ING4	ENSG00000111653.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::2784	2784	GNB3	2784	GNB3	ENSG00000111664.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::83461	83461	CDCA3	83461	CDCA3	ENSG00000111665.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::56994	56994	CHPT1	56994	CHPT1	ENSG00000111666.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::8078	8078	USP5	8078	USP5	ENSG00000111667.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::7167	7167	TPI1	7167	TPI1	ENSG00000111669.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::79158	79158	GNPTAB	79158	GNPTAB	ENSG00000111670.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::84727	84727	SPSB2	84727	SPSB2	ENSG00000111671.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::2026	2026	ENO2	2026	ENO2	ENSG00000111674.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::1822	1822	ATN1	1822	ATN1	ENSG00000111676.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::113246	113246	C12orf57	113246	C12orf57	ENSG00000111678.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::5777	5777	PTPN6	5777	PTPN6	ENSG00000111679.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::10162	10162	LPCAT3	10162	LPCAT3	ENSG00000111684.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::51559	51559	NT5DC3	51559	NT5DC3	ENSG00000111696.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::28234	28234	SLCO1B3	28234	SLCO1B3	ENSG00000111700.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::339	339	APOBEC1	339	APOBEC1	ENSG00000111701.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::79923	79923	NANOG	79923	NANOG	ENSG00000111704.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::64426	64426	SUDS3	64426	SUDS3	ENSG00000111707.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51026	51026	GOLT1B	51026	GOLT1B	ENSG00000111711.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::2998	2998	GYS2	2998	GYS2	ENSG00000111713.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::3945	3945	LDHB	3945	LDHB	ENSG00000111716.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::5564	5564	PRKAB1	5564	PRKAB1	ENSG00000111725.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::55907	55907	CMAS	55907	CMAS	ENSG00000111726.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::29915	29915	HCFC2	29915	HCFC2	ENSG00000111727.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::6489	6489	ST8SIA1	6489	ST8SIA1	ENSG00000111728.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::50856	50856	CLEC4A	50856	CLEC4A	ENSG00000111729.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::9847	9847	C2CD5	9847	C2CD5	ENSG00000111731.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::57379	57379	AICDA	57379	AICDA	ENSG00000111732.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::11021	11021	RAB35	11021	RAB35	ENSG00000111737.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::1911	1911	PHC1	1911	PHC1	ENSG00000111752.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::1337	1337	COX6A1	1337	COX6A1	ENSG00000111775.3	protein_coding	False	mapped_by_hgnc_entrez
Gene::5992	5992	RFX4	5992	RFX4	ENSG00000111783.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::55188	55188	RIC8B	55188	RIC8B	ENSG00000111785.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::8683	8683	SRSF9	8683	SRSF9	ENSG00000111786.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::26127	26127	FGFR1OP2	26127	FGFR1OP2	ENSG00000111790.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::3820	3820	KLRB1	3820	KLRB1	ENSG00000111796.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::1303	1303	COL12A1	1303	COL12A1	ENSG00000111799.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::10384	10384	BTN3A3	10384	BTN3A3	ENSG00000111801.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::51567	51567	TDP2	51567	TDP2	ENSG00000111802.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::2444	2444	FRK	2444	FRK	ENSG00000111816.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::29940	29940	DSE	29940	DSE	ENSG00000111817.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::51389	51389	RWDD1	51389	RWDD1	ENSG00000111832.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::345895	345895	RSPH4A	345895	RSPH4A	ENSG00000111834.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::4117	4117	MAK	4117	MAK	ENSG00000111837.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::51522	51522	TMEM14C	51522	TMEM14C	ENSG00000111843.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::55003	55003	PAK1IP1	55003	PAK1IP1	ENSG00000111845.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::2651	2651	GCNT2	2651	GCNT2	ENSG00000111846.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::57150	57150	SMIM8	57150	SMIM8	ENSG00000111850.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::4739	4739	NEDD9	4739	NEDD9	ENSG00000111859.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::387119	387119	CEP85L	387119	CEP85L	ENSG00000111860.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::84830	84830	ADTRP	84830	ADTRP	ENSG00000111863.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::25842	25842	ASF1A	25842	ASF1A	ENSG00000111875.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::254394	254394	MCM9	254394	MCM9	ENSG00000111877.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::79632	79632	FAM184A	79632	FAM184A	ENSG00000111879.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::8732	8732	RNGTT	8732	RNGTT	ENSG00000111880.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::4121	4121	MAN1A1	4121	MAN1A1	ENSG00000111885.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::2570	2570	GABRR2	2570	GABRR2	ENSG00000111886.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::57515	57515	SERINC1	57515	SERINC1	ENSG00000111897.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::51020	51020	HDDC2	51020	HDDC2	ENSG00000111906.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::7164	7164	TPD52L1	7164	TPD52L1	ENSG00000111907.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::135114	135114	HINT3	135114	HINT3	ENSG00000111911.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::135112	135112	NCOA7	135112	NCOA7	ENSG00000111912.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::9750	9750	FAM65B	9750	RIPOR2	ENSG00000111913.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::23328	23328	SASH1	23328	SASH1	ENSG00000111961.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::10090	10090	UST	10090	UST	ENSG00000111962.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::80329	80329	ULBP1	80329	ULBP1	ENSG00000111981.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::26271	26271	FBXO5	26271	FBXO5	ENSG00000112029.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::54516	54516	MTRF1L	54516	MTRF1L	ENSG00000112031.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::5467	5467	PPARD	5467	PPARD	ENSG00000112033.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::4988	4988	OPRM1	4988	OPRM1	ENSG00000112038.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::2178	2178	FANCE	2178	FANCE	ENSG00000112039.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::7287	7287	TULP1	7287	TULP1	ENSG00000112041.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::116369	116369	SLC26A8	116369	SLC26A8	ENSG00000112053.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::1432	1432	MAPK14	1432	MAPK14	ENSG00000112062.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::6005	6005	RHAG	6005	RHAG	ENSG00000112077.17	protein_coding	False	mapped_by_hgnc_entrez
