context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Pathway::PC7_1858	Autodegradation of Cdh1 by Cdh1:APC/C	Pathway	60	60	True
Pathway::PC7_2527	Cell-cell junction organization	Pathway	60	60	True
Pathway::PC7_2905	Cytochrome P450 - arranged by substrate type	Pathway	60	60	True
Pathway::PC7_2953	DNA methylation	Pathway	62	60	True
Pathway::PC7_4594	IL12-mediated signaling events	Pathway	60	60	True
Pathway::WP623_r79961	Oxidative phosphorylation	Pathway	60	60	True
Pathway::PC7_1178	ATF-2 transcription factor network	Pathway	59	59	True
Pathway::PC7_12271	p53 pathway	Pathway	59	59	True
Pathway::PC7_4004	G1/S DNA Damage Checkpoints	Pathway	59	59	True
Pathway::WP304_r78799	Kit receptor signaling pathway	Pathway	59	59	True
Pathway::WP558_r79680	Complement and Coagulation Cascades	Pathway	59	59	True
Pathway::PC7_3060	Degradation of GLI1 by the proteasome	Pathway	58	58	True
Pathway::PC7_3061	Degradation of GLI2 by the proteasome	Pathway	58	58	True
Pathway::PC7_4037	GLI3 is processed to GLI3R by the proteasome	Pathway	58	58	True
Pathway::PC7_5981	Notch signaling pathway	Pathway	58	58	True
Pathway::PC7_6793	RNA Polymerase I Promoter Opening	Pathway	60	58	True
Pathway::PC7_6877	Regulation of Apoptosis	Pathway	58	58	True
Pathway::PC7_7269	SHP2 signaling	Pathway	58	58	True
Pathway::WP3527_r84571	Preimplantation Embryo	Pathway	58	58	True
Pathway::PC7_2278	CDT1 association with the CDC6:ORC:origin complex	Pathway	57	57	True
Pathway::PC7_2506	Caspase Cascade in Apoptosis	Pathway	57	57	True
Pathway::PC7_4467	Hh ligand biogenesis disease	Pathway	57	57	True
Pathway::PC7_7786	TCR signaling	Pathway	59	57	True
Pathway::PC7_12274	p53-Dependent G1 DNA Damage Response	Pathway	56	56	True
Pathway::PC7_1552	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	Pathway	56	56	True
Pathway::PC7_2681	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Pathway	56	56	True
Pathway::PC7_5051	MAP kinase activation in TLR cascade	Pathway	56	56	True
Pathway::PC7_6461	Phospholipase C-mediated cascade	Pathway	56	56	True
Pathway::PC7_6896	Regulation of actin dynamics for phagocytic cup formation	Pathway	57	56	True
Pathway::PC7_7230	SCF(Skp2)-mediated degradation of p27/p21	Pathway	56	56	True
Pathway::PC7_8266	Thromboxane A2 receptor signaling	Pathway	56	56	True
Pathway::PC7_11385	degradation of DVL	Pathway	55	55	True
Pathway::PC7_2543	Chemokine receptors bind chemokines	Pathway	56	55	True
Pathway::PC7_2582	Circadian Clock	Pathway	55	55	True
Pathway::PC7_3366	ECM proteoglycans	Pathway	55	55	True
Pathway::PC7_6642	Protein folding	Pathway	55	55	True
Pathway::PC7_6966	Ribosomal scanning and start codon recognition	Pathway	55	55	True
Pathway::PC7_8332	Translation initiation complex formation	Pathway	55	55	True
Pathway::WP195_r79965	IL-1 signaling pathway	Pathway	55	55	True
Pathway::WP2018_r79959	RANKL/RANK Signaling Pathway	Pathway	55	55	True
Pathway::WP2272_r78594	Pathogenic Escherichia coli infection	Pathway	55	55	True
Pathway::WP2795_r78544	Cardiac Hypertrophic Response	Pathway	55	55	True
Pathway::PC7_1214	AUF1 (hnRNP D0) destabilizes mRNA	Pathway	54	54	True
Pathway::PC7_3811	FGF signaling pathway	Pathway	54	54	True
Pathway::PC7_4300	Golgi Associated Vesicle Biogenesis	Pathway	54	54	True
Pathway::PC7_4613	IL2-mediated signaling events	Pathway	54	54	True
Pathway::PC7_5515	Mitochondrial biogenesis	Pathway	54	54	True
Pathway::PC7_6740	RAC1 signaling pathway	Pathway	54	54	True
Pathway::PC7_6992	Role of Calcineurin-dependent NFAT signaling in lymphocytes	Pathway	54	54	True
Pathway::PC7_8343	Transport of Mature Transcript to Cytoplasm	Pathway	54	54	True
Pathway::PC7_8680	Validated transcriptional targets of TAp63 isoforms	Pathway	54	54	True
Pathway::WP395_r79978	IL-4 Signaling Pathway	Pathway	54	54	True
Pathway::WP560_r83868	TGF-beta Receptor Signaling	Pathway	54	54	True
Pathway::WP585_r80201	Interferon type I signaling pathways	Pathway	54	54	True
Pathway::WP673_r80202	ErbB Signaling Pathway	Pathway	54	54	True
Pathway::PC7_11384	degradation of AXIN	Pathway	53	53	True
Pathway::PC7_4016	GABA receptor activation	Pathway	53	53	True
Pathway::PC7_4451	Heparan sulfate/heparin (HS-GAG) metabolism	Pathway	53	53	True
Pathway::PC7_6876	Regulation of Androgen receptor activity	Pathway	53	53	True
Pathway::PC7_6899	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Pathway	53	53	True
Pathway::PC7_7231	SCF-beta-TrCP mediated degradation of Emi1	Pathway	53	53	True
Pathway::PC7_7788	TCR signaling in naïve CD8+ T cells	Pathway	53	53	True
Pathway::WP2406_r73324	Cardiac Progenitor Differentiation	Pathway	53	53	True
Pathway::WP2864_r79278	Apoptosis-related network due to altered Notch3 in ovarian cancer	Pathway	53	53	True
Pathway::PC7_1689	Apoptotic execution phase	Pathway	52	52	True
Pathway::PC7_1812	Assembly of collagen fibrils and other multimeric structures	Pathway	52	52	True
Pathway::PC7_5517	Mitochondrial protein import	Pathway	52	52	True
Pathway::PC7_7493	Signaling events mediated by PTP1B	Pathway	52	52	True
Pathway::PC7_7764	Synthesis of substrates in N-glycan biosythesis	Pathway	52	52	True
Pathway::PC7_7795	TGF-beta receptor signaling	Pathway	52	52	True
Pathway::PC7_8709	Vif-mediated degradation of APOBEC3G	Pathway	52	52	True
Pathway::WP3286_r84312	Copper homeostasis	Pathway	52	52	True
Pathway::WP363_r78571	Wnt Signaling Pathway Netpath	Pathway	52	52	True
Pathway::PC7_1691	Aquaporin-mediated transport	Pathway	51	51	True
Pathway::PC7_4000	G-protein beta:gamma signalling	Pathway	51	51	True
Pathway::PC7_5551	Muscle contraction	Pathway	51	51	True
Pathway::PC7_5989	Nuclear Receptor transcription pathway	Pathway	51	51	True
Pathway::PC7_6147	PI Metabolism	Pathway	51	51	True
Pathway::PC7_7494	Signaling events mediated by Stem cell factor receptor (c-Kit)	Pathway	51	51	True
Pathway::PC7_7661	Stabilization of p53	Pathway	51	51	True
Pathway::PC7_8625	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	Pathway	51	51	True
Pathway::WP2267_r78595	Synaptic Vesicle Pathway	Pathway	51	51	True
Pathway::PC7_1664	Angiopoietin receptor Tie2-mediated signaling	Pathway	50	50	True
Pathway::PC7_1693	Arachidonic acid metabolism	Pathway	50	50	True
Pathway::PC7_1859	Autodegradation of the E3 ubiquitin ligase COP1	Pathway	50	50	True
Pathway::PC7_2440	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	Pathway	50	50	True
Pathway::PC7_3046	Defensins	Pathway	50	50	True
Pathway::PC7_4970	Lipid and lipoprotein metabolism	Pathway	50	50	True
Pathway::PC7_5967	Non-coding RNA Metabolism	Pathway	50	50	True
Pathway::PC7_5985	Nuclear Envelope Breakdown	Pathway	50	50	True
Pathway::PC7_5993	Nucleotide Excision Repair	Pathway	50	50	True
Pathway::PC7_5995	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Pathway	50	50	True
Pathway::PC7_8345	Transport of Mature mRNA derived from an Intron-Containing Transcript	Pathway	50	50	True
Pathway::PC7_8766	Vpu mediated degradation of CD4	Pathway	50	50	True
Pathway::WP107_r78489	Translation Factors	Pathway	51	50	True
Pathway::PC7_1630	Amino acid and oligopeptide SLC transporters	Pathway	49	49	True
Pathway::PC7_2265	CDK-mediated phosphorylation and removal of Cdc6	Pathway	49	49	True
Pathway::PC7_2541	Chaperonin-mediated protein folding	Pathway	49	49	True
Pathway::PC7_2569	Chondroitin sulfate/dermatan sulfate metabolism	Pathway	49	49	True
Pathway::PC7_4053	GPVI-mediated activation cascade	Pathway	49	49	True
Pathway::PC7_6915	Regulation of ornithine decarboxylase (ODC)	Pathway	49	49	True
Pathway::PC7_8627	Ubiquitin-dependent degradation of Cyclin D	Pathway	49	49	True
Pathway::WP1533_r82707	Vitamin B12 Metabolism	Pathway	51	49	True
Pathway::WP286_r78583	IL-3 Signaling Pathway	Pathway	49	49	True
Pathway::WP2946_r83779	Imatinib Resistance in Chronic Myeloid Leukemia	Pathway	49	49	True
Pathway::WP534_r78585	Glycolysis and Gluconeogenesis	Pathway	49	49	True
Pathway::PC7_2535	Ceramide signaling pathway	Pathway	48	48	True
Pathway::PC7_2706	Cross-presentation of soluble exogenous antigens (endosomes)	Pathway	48	48	True
Pathway::PC7_3015	Deadenylation-dependent mRNA decay	Pathway	48	48	True
Pathway::PC7_3416	EPH-ephrin mediated repulsion of cells	Pathway	48	48	True
Pathway::PC7_3972	Formation of the ternary complex, and subsequently, the 43S complex	Pathway	48	48	True
Pathway::PC7_3980	FoxO family signaling	Pathway	49	48	True
Pathway::PC7_3996	G beta:gamma signalling through PI3Kgamma	Pathway	48	48	True
Pathway::PC7_4440	Hedgehog signaling events mediated by Gli proteins	Pathway	48	48	True
Pathway::PC7_6542	Posttranslational regulation of adherens junction stability and dissassembly	Pathway	48	48	True
Pathway::PC7_6897	Regulation of activated PAK-2p34 by proteasome mediated degradation	Pathway	48	48	True
Pathway::WP2848_r80009	Differentiation Pathway	Pathway	48	48	True
Pathway::WP3584_r84776	Mecp2 and Associated Rett Syndrome	Pathway	48	48	True
Pathway::WP410_r84683	Diurnally Regulated Genes with Circadian Orthologs	Pathway	48	48	True
Pathway::PC7_1698	Arf6 trafficking events	Pathway	47	47	True
Pathway::PC7_3875	Fanconi anemia pathway	Pathway	47	47	True
Pathway::PC7_4336	HDMs demethylate histones	Pathway	47	47	True
Pathway::PC7_4637	IL6-mediated signaling events	Pathway	47	47	True
Pathway::PC7_4657	IRE1alpha activates chaperones	Pathway	47	47	True
Pathway::PC7_4779	Interleukin-2 signaling	Pathway	47	47	True
Pathway::PC7_5783	NOTCH1 Intracellular Domain Regulates Transcription	Pathway	47	47	True
Pathway::PC7_5983	Notch-mediated HES/HEY network	Pathway	47	47	True
Pathway::PC7_6315	Packaging Of Telomere Ends	Pathway	49	47	True
Pathway::PC7_8681	Validated transcriptional targets of deltaNp63 isoforms	Pathway	47	47	True
Pathway::WP2203_r78549	TSLP Signaling Pathway	Pathway	47	47	True
Pathway::WP2637_r80029	Structural Pathway of Interleukin 1 (IL-1)	Pathway	47	47	True
Pathway::PC7_4466	Hexose uptake	Pathway	46	46	True
Pathway::PC7_4742	Inositol phosphate metabolism	Pathway	46	46	True
Pathway::PC7_6189	PLK1 signaling events	Pathway	46	46	True
Pathway::PC7_6569	Presenilin action in Notch and Wnt signaling	Pathway	46	46	True
Pathway::PC7_6795	RNA Polymerase I Transcription Initiation	Pathway	46	46	True
Pathway::PC7_6894	Regulation of RhoA activity	Pathway	46	46	True
Pathway::PC7_7851	TNF receptor signaling pathway 	Pathway	46	46	True
Pathway::WP2586_r79995	Aryl Hydrocarbon Receptor	Pathway	46	46	True
Pathway::WP28_r71888	Selenium Metabolism and Selenoproteins	Pathway	47	46	True
Pathway::WP465_r79226	Tryptophan metabolism	Pathway	46	46	True
Pathway::PC7_10400	a6b1 and a6b4 Integrin signaling	Pathway	45	45	True
Pathway::PC7_2624	Class I PI3K signaling events	Pathway	45	45	True
Pathway::PC7_3995	G alpha (z) signalling events	Pathway	45	45	True
Pathway::PC7_4001	G-protein mediated events	Pathway	45	45	True
Pathway::PC7_4745	Insulin Pathway	Pathway	45	45	True
Pathway::PC7_4761	Integrin-linked kinase signaling	Pathway	45	45	True
Pathway::PC7_5825	NRAGE signals death through JNK	Pathway	45	45	True
Pathway::PC7_6561	Pre-NOTCH Expression and Processing	Pathway	45	45	True
Pathway::PC7_6670	Pyruvate metabolism and Citric Acid (TCA) cycle	Pathway	45	45	True
Pathway::PC7_6958	RhoA signaling pathway	Pathway	45	45	True
Pathway::PC7_7449	Signaling by FGFR mutants	Pathway	45	45	True
Pathway::PC7_8321	Transcription-coupled NER (TC-NER)	Pathway	45	45	True
Pathway::PC7_8323	Transcriptional activation of mitochondrial biogenesis	Pathway	45	45	True
Pathway::PC7_8786	XBP1(S) activates chaperone genes	Pathway	45	45	True
Pathway::WP268_r70096	Notch Signaling Pathway	Pathway	45	45	True
Pathway::WP2873_r79696	Aryl Hydrocarbon Receptor Pathway	Pathway	46	45	True
Pathway::PC7_3852	FOXA1 transcription factor network	Pathway	44	44	True
Pathway::PC7_3853	FOXA2 and FOXA3 transcription factor networks	Pathway	44	44	True
Pathway::PC7_3864	FRS2-mediated cascade	Pathway	44	44	True
Pathway::PC7_4008	G2/M Checkpoints	Pathway	44	44	True
Pathway::PC7_4780	Interleukin-3, 5 and GM-CSF signaling	Pathway	44	44	True
Pathway::PC7_6177	PLC beta mediated events	Pathway	44	44	True
Pathway::PC7_7503	Signalling to ERKs	Pathway	44	44	True
Pathway::WP1591_r84699	Heart Development	Pathway	44	44	True
Pathway::WP1971_r82939	Integrated Cancer Pathway	Pathway	44	44	True
Pathway::WP2332_r79525	Interleukin-11 Signaling Pathway	Pathway	44	44	True
Pathway::PC7_2080	Beta3 integrin cell surface interactions	Pathway	43	43	True
Pathway::PC7_4368	HIV Transcription Initiation	Pathway	43	43	True
Pathway::PC7_4556	IFN-gamma pathway	Pathway	43	43	True
Pathway::PC7_4792	Ion transport by P-type ATPases	Pathway	43	43	True
Pathway::PC7_4806	Iron uptake and transport	Pathway	43	43	True
Pathway::PC7_4938	LKB1 signaling events	Pathway	43	43	True
Pathway::PC7_6098	PAR1-mediated thrombin signaling events	Pathway	43	43	True
Pathway::PC7_8701	Vasopressin regulates renal water homeostasis via Aquaporins	Pathway	43	43	True
Pathway::PC7_8763	Voltage gated Potassium channels	Pathway	43	43	True
Pathway::WP364_r83783	IL-6 signaling pathway	Pathway	43	43	True
Pathway::WP405_r73594	Eukaryotic Transcription Initiation	Pathway	44	43	True
Pathway::WP716_r83589	Vitamin A and Carotenoid Metabolism	Pathway	43	43	True
Pathway::PC7_12899	tRNA Aminoacylation	Pathway	42	42	True
Pathway::PC7_2012	BMP receptor signaling	Pathway	42	42	True
Pathway::PC7_2634	Cleavage of Growing Transcript in the Termination Region	Pathway	42	42	True
Pathway::PC7_3806	FCERI mediated MAPK activation	Pathway	43	42	True
Pathway::PC7_3855	FOXM1 transcription factor network	Pathway	42	42	True
Pathway::PC7_3959	Formation of HIV elongation complex in the absence of HIV Tat	Pathway	42	42	True
Pathway::PC7_4158	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	Pathway	42	42	True
Pathway::PC7_5884	Netrin-1 signaling	Pathway	42	42	True
Pathway::PC7_5891	Neurotransmitter Release Cycle	Pathway	42	42	True
Pathway::PC7_5968	Non-integrin membrane-ECM interactions	Pathway	42	42	True
Pathway::PC7_7660	Stabilization and expansion of the E-cadherin adherens junction	Pathway	42	42	True
Pathway::PC7_8609	U12 Dependent Splicing	Pathway	42	42	True
Pathway::PC7_8639	Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	Pathway	42	42	True
Pathway::WP2036_r84527	TWEAK Signaling Pathway	Pathway	42	42	True
Pathway::WP2804_r79882	Hair Follicle Development: Induction (Part 1 of 3)	Pathway	42	42	True
Pathway::WP314_r80438	FAS pathway and Stress induction of HSP regulation	Pathway	42	42	True
Pathway::WP466_r79981	DNA Replication	Pathway	42	42	True
Pathway::WP49_r78543	IL-2 Signaling Pathway	Pathway	42	42	True
Pathway::PC7_1539	Activation of NMDA receptor upon glutamate binding and postsynaptic events	Pathway	41	41	True
Pathway::PC7_1624	Amine ligand-binding receptors	Pathway	41	41	True
Pathway::PC7_1856	Aurora B signaling	Pathway	41	41	True
Pathway::PC7_3421	EPHB-mediated forward signaling	Pathway	41	41	True
Pathway::PC7_3649	Elastic fibre formation	Pathway	41	41	True
Pathway::PC7_3699	ErbB2/ErbB3 signaling events	Pathway	41	41	True
Pathway::PC7_3960	Formation of HIV-1 elongation complex containing HIV-1 Tat	Pathway	41	41	True
Pathway::PC7_6507	Plasma membrane estrogen receptor signaling	Pathway	41	41	True
Pathway::PC7_6948	Retinoid metabolism and transport	Pathway	41	41	True
Pathway::PC7_8325	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Pathway	41	41	True
Pathway::PC7_8710	Viral Messenger RNA Synthesis	Pathway	41	41	True
Pathway::WP1433_r83527	NOD pathway	Pathway	41	41	True
Pathway::PC7_1550	Activation of gene expression by SREBF (SREBP)	Pathway	40	40	True
Pathway::PC7_2064	Beta defensins	Pathway	40	40	True
Pathway::PC7_2095	Binding and Uptake of Ligands by Scavenger Receptors	Pathway	41	40	True
Pathway::PC7_4211	Glucose transport	Pathway	40	40	True
Pathway::PC7_4778	Interleukin-1 signaling	Pathway	40	40	True
Pathway::PC7_5876	Negative regulation of FGFR signaling	Pathway	40	40	True
Pathway::PC7_7495	Signaling events mediated by TCPTP	Pathway	40	40	True
Pathway::PC7_8424	Triglyceride Biosynthesis	Pathway	40	40	True
Pathway::WP127_r78498	IL-5 Signaling Pathway	Pathway	40	40	True
Pathway::WP2516_r84490	ATM Signaling Pathway	Pathway	40	40	True
Pathway::WP2849_r84764	Hematopoietic Stem Cell Differentiation	Pathway	40	40	True
Pathway::PC7_1213	ATR signaling pathway	Pathway	39	39	True
Pathway::PC7_2622	Class C/3 (Metabotropic glutamate/pheromone receptors)	Pathway	40	39	True
Pathway::PC7_3324	Downstream TCR signaling	Pathway	41	39	True
Pathway::PC7_3420	EPHB forward signaling	Pathway	39	39	True
Pathway::PC7_4276	Glycosphingolipid metabolism	Pathway	39	39	True
Pathway::PC7_5991	Nuclear signaling by ERBB4	Pathway	39	39	True
Pathway::PC7_6807	RNA Polymerase III Abortive And Retractive Initiation	Pathway	39	39	True
Pathway::PC7_7490	Signaling events mediated by HDAC Class III	Pathway	39	39	True
Pathway::PC7_7499	Signaling events regulated by Ret tyrosine kinase	Pathway	39	39	True
Pathway::WP2526_r82681	PDGF Pathway	Pathway	39	39	True
Pathway::WP524_r72112	G13 Signaling Pathway	Pathway	39	39	True
Pathway::PC7_1533	Activation of GABAB receptors	Pathway	38	38	True
Pathway::PC7_1688	Apoptotic cleavage of cellular proteins	Pathway	38	38	True
Pathway::PC7_2372	CXCR3-mediated signaling events	Pathway	38	38	True
Pathway::PC7_2530	Cellular response to heat stress	Pathway	38	38	True
Pathway::PC7_2669	Collagen degradation	Pathway	38	38	True
Pathway::PC7_2832	Cyclin D associated events in G1	Pathway	38	38	True
Pathway::PC7_4783	Internalization of ErbB1	Pathway	38	38	True
Pathway::PC7_4785	Intrinsic Pathway for Apoptosis	Pathway	38	38	True
Pathway::PC7_5999	O-glycosylation of TSR domain-containing proteins	Pathway	38	38	True
Pathway::PC7_6891	Regulation of RAC1 activity	Pathway	38	38	True
Pathway::PC7_7489	Signaling events mediated by HDAC Class II	Pathway	38	38	True
Pathway::PC7_7718	Syndecan-1-mediated signaling events	Pathway	38	38	True
Pathway::PC7_8360	Transport of vitamins, nucleosides, and related molecules	Pathway	38	38	True
Pathway::WP170_r71083	Nuclear Receptors	Pathway	38	38	True
Pathway::WP2371_r84649	Parkinsons Disease Pathway	Pathway	38	38	True
Pathway::WP2447_r84415	Amyotrophic lateral sclerosis (ALS)	Pathway	38	38	True
Pathway::WP383_r80200	Striated Muscle Contraction	Pathway	38	38	True
Pathway::PC7_1522	Activation of ATR in response to replication stress	Pathway	37	37	True
Pathway::PC7_2008	BMAL1:CLOCK,NPAS2 activates circadian gene expression	Pathway	37	37	True
Pathway::PC7_2672	Complement cascade	Pathway	39	37	True
Pathway::PC7_4038	GMCSF-mediated signaling events	Pathway	37	37	True
Pathway::PC7_4611	IL2 signaling events mediated by PI3K	Pathway	37	37	True
Pathway::PC7_4614	IL23-mediated signaling events	Pathway	37	37	True
Pathway::PC7_6511	Platelet Aggregation (Plug Formation)	Pathway	37	37	True
Pathway::PC7_6533	Post NMDA receptor activation events	Pathway	37	37	True
Pathway::PC7_8679	Validated transcriptional targets of AP1 family members Fra1 and Fra2	Pathway	37	37	True
Pathway::WP619_r71168	Type II interferon signaling (IFNG)	Pathway	37	37	True
Pathway::PC7_2090	Bile acid and bile salt metabolism	Pathway	36	36	True
Pathway::PC7_2255	CD40/CD40L signaling	Pathway	36	36	True
Pathway::PC7_3360	E-cadherin signaling in the nascent adherens junction	Pathway	36	36	True
Pathway::PC7_3958	Formation of Fibrin Clot (Clotting Cascade)	Pathway	36	36	True
Pathway::PC7_5673	N-cadherin signaling events	Pathway	36	36	True
Pathway::PC7_6180	PLCG1 events in ERBB2 signaling	Pathway	36	36	True
Pathway::PC7_7719	Syndecan-2-mediated signaling events	Pathway	36	36	True
Pathway::PC7_8346	Transport of Mature mRNAs Derived from Intronless Transcripts	Pathway	36	36	True
Pathway::PC7_8361	Transport to the Golgi and subsequent modification	Pathway	36	36	True
Pathway::PC7_8430	Trk receptor signaling mediated by PI3K and PLC-gamma	Pathway	36	36	True
Pathway::PC7_967	ABC-family proteins mediated transport	Pathway	36	36	True
Pathway::WP1471_r82750	TOR Signaling	Pathway	36	36	True
Pathway::WP3529_r84285	Zinc homeostasis	Pathway	36	36	True
Pathway::WP500_r63201	Glycogen Metabolism	Pathway	36	36	True
Pathway::PC7_1697	Arf6 signaling events	Pathway	35	35	True
Pathway::PC7_2625	Class I PI3K signaling events mediated by Akt	Pathway	35	35	True
Pathway::PC7_3386	EGFR interacts with phospholipase C-gamma	Pathway	35	35	True
Pathway::PC7_3700	ErbB4 signaling events	Pathway	35	35	True
Pathway::PC7_3798	FAS (CD95) signaling pathway	Pathway	35	35	True
Pathway::PC7_5698	NCAM1 interactions	Pathway	35	35	True
Pathway::PC7_6178	PLC-gamma1 signalling	Pathway	35	35	True
Pathway::PC7_7500	Signaling mediated by p38-alpha and p38-beta	Pathway	35	35	True
Pathway::PC7_8344	Transport of Mature mRNA Derived from an Intronless Transcript	Pathway	35	35	True
Pathway::PC7_1203	ATM pathway	Pathway	34	34	True
Pathway::PC7_3418	EPHA-mediated growth cone collapse	Pathway	34	34	True
Pathway::PC7_4156	Global Genomic NER (GG-NER)	Pathway	34	34	True
Pathway::PC7_4341	HIF-2-alpha transcription factor network	Pathway	34	34	True
Pathway::PC7_4588	IL1-mediated signaling events	Pathway	34	34	True
Pathway::PC7_4639	IL8- and CXCR2-mediated signaling events	Pathway	34	34	True
Pathway::PC7_4766	Interactions of Rev with host cellular proteins	Pathway	34	34	True
Pathway::PC7_4768	Interactions of Vpr with host cellular proteins	Pathway	34	34	True
Pathway::PC7_4949	Latent infection of Homo sapiens with Mycobacterium tuberculosis	Pathway	34	34	True
Pathway::PC7_6810	RNA Polymerase III Transcription Initiation	Pathway	34	34	True
Pathway::PC7_7504	Signalling to RAS	Pathway	34	34	True
Pathway::PC7_8431	Trk receptor signaling mediated by the MAPK pathway	Pathway	34	34	True
Pathway::PC7_8666	VEGFR2 mediated cell proliferation	Pathway	34	34	True
Pathway::WP143_r79783	Fatty Acid Beta Oxidation	Pathway	34	34	True
Pathway::WP299_r78587	Nuclear Receptors in Lipid Metabolism and Toxicity	Pathway	34	34	True
Pathway::WP313_r79946	Signaling of Hepatocyte Growth Factor Receptor	Pathway	34	34	True
Pathway::WP400_r72084	p38 MAPK Signaling Pathway	Pathway	34	34	True
Pathway::PC7_11357	deactivation of the beta-catenin transactivating complex	Pathway	33	33	True
Pathway::PC7_1599	Alpha4 beta1 integrin signaling events	Pathway	33	33	True
Pathway::PC7_1670	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Pathway	34	33	True
Pathway::PC7_2924	DAG and IP3 signaling	Pathway	33	33	True
Pathway::PC7_3361	E2F mediated regulation of DNA replication	Pathway	33	33	True
Pathway::PC7_3417	EPHA forward signaling	Pathway	33	33	True
Pathway::PC7_4157	Glucagon signaling in metabolic regulation	Pathway	33	33	True
Pathway::PC7_4370	HIV-1 Nef: Negative effector of Fas and TNF-alpha	Pathway	33	33	True
Pathway::PC7_5332	Metabolism of steroid hormones and vitamin D	Pathway	33	33	True
Pathway::PC7_5878	Negative regulators of RIG-I/MDA5 signaling	Pathway	33	33	True
Pathway::PC7_5988	Nuclear Pore Complex (NPC) Disassembly	Pathway	33	33	True
Pathway::PC7_6534	Post-Elongation Processing of Intron-Containing pre-mRNA	Pathway	33	33	True
Pathway::PC7_6652	Purine metabolism	Pathway	33	33	True
Pathway::PC7_6892	Regulation of Ras family activation	Pathway	33	33	True
Pathway::PC7_7434	Sialic acid metabolism	Pathway	33	33	True
Pathway::PC7_7751	Synthesis of PIPs at the plasma membrane	Pathway	33	33	True
Pathway::PC7_8055	TRAF6 mediated IRF7 activation	Pathway	33	33	True
Pathway::PC7_8231	The phototransduction cascade	Pathway	33	33	True
Pathway::PC7_8358	Transport of the SLBP Dependant Mature mRNA	Pathway	33	33	True
Pathway::WP1601_r84700	Fluoropyrimidine Activity	Pathway	33	33	True
Pathway::WP2197_r74852	Endothelin Pathways	Pathway	33	33	True
Pathway::WP244_r78506	Alpha 6 Beta 4 signaling pathway	Pathway	33	33	True
Pathway::WP58_r80015	Monoamine GPCRs	Pathway	33	33	True
Pathway::PC7_10557	amb2 Integrin signaling	Pathway	32	32	True
Pathway::PC7_1535	Activation of Kainate Receptors upon glutamate binding	Pathway	32	32	True
Pathway::PC7_1536	Activation of Matrix Metalloproteinases	Pathway	32	32	True
Pathway::PC7_2251	CD28 co-stimulation	Pathway	32	32	True
Pathway::PC7_2956	DNA strand elongation	Pathway	32	32	True
Pathway::PC7_3424	EPO signaling pathway	Pathway	32	32	True
Pathway::PC7_3968	Formation of the Early Elongation Complex	Pathway	32	32	True
Pathway::PC7_4693	Inactivation, recovery and regulation of the phototransduction cascade	Pathway	32	32	True
Pathway::PC7_4876	Keratan sulfate/keratin metabolism	Pathway	32	32	True
Pathway::PC7_5885	Netrin-mediated signaling events	Pathway	32	32	True
Pathway::PC7_5969	Noncanonical Wnt signaling pathway	Pathway	32	32	True
Pathway::PC7_6898	Regulation of beta-cell development	Pathway	32	32	True
Pathway::PC7_6952	Rev-mediated nuclear export of HIV RNA	Pathway	32	32	True
Pathway::PC7_7267	SHC1 events in ERBB2 signaling	Pathway	32	32	True
Pathway::PC7_7477	Signaling by Robo receptor	Pathway	32	32	True
Pathway::PC7_7649	Sphingolipid de novo biosynthesis	Pathway	32	32	True
Pathway::PC7_7721	Syndecan-4-mediated signaling events	Pathway	32	32	True
Pathway::PC7_7796	TGF-beta receptor signaling activates SMADs	Pathway	32	32	True
Pathway::PC7_8264	Thrombin signalling through proteinase activated receptors (PARs)	Pathway	32	32	True
Pathway::PC7_8359	Transport of the SLBP independent Mature mRNA	Pathway	32	32	True
Pathway::WP3414_r82252	Initiation of transcription and translation elongation at the HIV-1 LTR	Pathway	32	32	True
Pathway::WP34_r72115	Ovarian Infertility Genes	Pathway	32	32	True
Pathway::WP666_r68893	Hypothetical Network for Drug Addiction	Pathway	32	32	True
Pathway::WP727_r79969	Monoamine Transport	Pathway	32	32	True
Pathway::PC7_11463	disassembly of the destruction complex and recruitment of AXIN to the membrane	Pathway	31	31	True
Pathway::PC7_1598	Alpha-synuclein signaling	Pathway	31	31	True
Pathway::PC7_1632	Amino acid transport across the plasma membrane	Pathway	31	31	True
Pathway::PC7_1855	Aurora A signaling	Pathway	31	31	True
Pathway::PC7_3653	Elongation arrest and recovery	Pathway	31	31	True
Pathway::PC7_3775	Export of Viral Ribonucleoproteins from Nucleus	Pathway	31	31	True
Pathway::PC7_4162	Gluconeogenesis	Pathway	31	31	True
Pathway::PC7_4219	Glutathione conjugation	Pathway	32	31	True
